"STATION","DATE","TMAX","TMAX_ATTRIBUTES"
"USW00012839","2018-09-11","89",",,W"
"USW00012839","2018-09-12","92",",,W"
"USW00012839","2018-09-13","92",",,W"
"USW00012839","2018-09-14","90",",,W"
"USW00012839","2018-09-15","91",",,W"
"USW00012839","2018-09-16","90",",,D"
"USW00012839","2018-09-17","91",",,D"
"USW00012839","2018-09-18","90",",,D"
"USW00012839","2018-09-19","90",",,D"
"USW00012839","2018-09-20","91",",,D"
"USW00012839","2018-09-21","90",",,D"
"USW00012839","2018-09-22","89",",,D"
"USW00012839","2018-09-23","90",",,D"
"USW00012839","2018-09-24","91",",,D"
"USW00012839","2018-09-25","90",",,D"
"USW00012839","2018-09-26","91",",,D"
"USW00012839","2018-09-27","90",",,D"
"USW00012839","2018-09-28","90",",,D"
"USW00012839","2018-09-29","90",",,D"
"USW00012839","2018-09-30","90",",,D"
"USW00012839","2018-10-01","90",",,D"
"USW00012839","2018-10-02","88",",,D"
"USW00012839","2018-10-03","87",",,D"
"USW00012839","2018-10-04","88",",,D"
"USW00012839","2018-10-05","88",",,D"
"USW00012839","2018-10-06","87",",,D"
"USW00012839","2018-10-07","86",",,D"
"USW00012839","2018-10-08","87",",,D"
"USW00012839","2018-10-09","86",",,D"
"USW00012839","2018-10-10","90",",,D"
"USW00012839","2018-10-11","89",",,D"
"USW00012839","2018-10-12","90",",,D"
"USW00012839","2018-10-13","90",",,D"
"USW00012839","2018-10-14","88",",,D"
"USW00012839","2018-10-15","89",",,D"
"USW00012839","2018-10-16","89",",,D"
"USW00012839","2018-10-17","88",",,D"
"USW00012839","2018-10-18","88",",,D"
"USW00012839","2018-10-19","87",",,D"
"USW00012839","2018-10-20","89",",,D"
"USW00012839","2018-10-21","91",",,D"
"USW00012839","2018-10-22","85",",,D"
"USW00012839","2018-10-23","85",",,D"
"USW00012839","2018-10-24","87",",,D"
"USW00012839","2018-10-25","86",",,D"
"USW00012839","2018-10-26","89",",,D"
"USW00012839","2018-10-27","88",",,D"
"USW00012839","2018-10-28","81",",,D"
"USW00012839","2018-10-29","83",",,D"
"USW00012839","2018-10-30","84",",,D"
"USW00012839","2018-10-31","84",",,D"
"USW00012839","2018-11-01","85",",,D"
"USW00012839","2018-11-02","88",",,D"
"USW00012839","2018-11-03","83",",,D"
"USW00012839","2018-11-04","85",",,D"
"USW00012839","2018-11-05","85",",,D"
"USW00012839","2018-11-06","85",",,W"
"USW00012839","2018-11-07","85",",,W"
"USW00012839","2018-11-08","86",",,W"
"USW00012839","2018-11-09","85",",,W"
"USW00012839","2018-11-10","88",",,W"
"USW00012839","2018-11-11","85",",,W"
"USW00012839","2018-11-12","84",",,W"
"USW00012839","2018-11-13","86",",,W"
"USW00012839","2018-11-14","86",",,W"
"USW00012839","2018-11-15","84",",,W"
"USW00012839","2018-11-16","74",",,W"
"USW00012839","2018-11-17","77",",,W"
"USW00012839","2018-11-18","82",",,W"
"USW00012839","2018-11-19","84",",,W"
"USW00012839","2018-11-20","84",",,W"
"USW00012839","2018-11-21","83",",,W"
"USW00012839","2018-11-22","80",",,W"
"USW00012839","2018-11-23","81",",,W"
"USW00012839","2018-11-24","83",",,W"
"USW00012839","2018-11-25","84",",,W"
"USW00012839","2018-11-26","85",",,W"
"USW00012839","2018-11-27","73",",,W"
"USW00012839","2018-11-28","64",",,W"
"USW00012839","2018-11-29","73",",,W"
"USW00012839","2018-11-30","77",",,W"
"USW00012839","2018-12-01","83",",,W"
"USW00012839","2018-12-02","86",",,W"
"USW00012839","2018-12-03","87",",,W"
"USW00012839","2018-12-04","85",",,W"
"USW00012839","2018-12-05","75",",,W"
"USW00012839","2018-12-06","77",",,W"
"USW00012839","2018-12-07","79",",,W"
"USW00012839","2018-12-08","82",",,W"
"USW00012839","2018-12-09","84",",,W"
"USW00012839","2018-12-10","73",",,W"
"USW00012839","2018-12-11","66",",,W"
"USW00012839","2018-12-12","75",",,W"
"USW00012839","2018-12-13","80",",,W"
"USW00012839","2018-12-14","82",",,W"
"USW00012839","2018-12-15","82",",,W"
"USW00012839","2018-12-16","79",",,W"
"USW00012839","2018-12-17","71",",,W"
"USW00012839","2018-12-18","77",",,W"
"USW00012839","2018-12-19","78",",,W"
"USW00012839","2018-12-20","83",",,W"
"USW00012839","2018-12-21","74",",,W"
"USW00012839","2018-12-22","69",",,W"
"USW00012839","2018-12-23","74",",,W"
"USW00012839","2018-12-24","76",",,W"
"USW00012839","2018-12-25","76",",,W"
"USW00012839","2018-12-26","77",",,W"
"USW00012839","2018-12-27","81",",,W"
"USW00012839","2018-12-28","82",",,W"
"USW00012839","2018-12-29","83",",,W"
"USW00012839","2018-12-30","81",",,W"
"USW00012839","2019-01-01","82",",,D"
"USW00012839","2019-01-02","82",",,D"
"USW00012839","2019-01-03","83",",,D"
"USW00012839","2019-01-04","84",",,D"
"USW00012839","2019-01-05","79",",,D"
"USW00012839","2019-01-06","77",",,D"
"USW00012839","2019-01-07","79",",,D"
"USW00012839","2019-01-08","82",",,D"
"USW00012839","2019-01-09","77",",,D"
"USW00012839","2019-01-10","68",",,D"
"USW00012839","2019-01-11","76",",,D"
"USW00012839","2019-01-12","79",",,D"
"USW00012839","2019-01-13","80",",,D"
"USW00012839","2019-01-14","78",",,D"
"USW00012839","2019-01-15","69",",,D"
"USW00012839","2019-01-16","73",",,D"
"USW00012839","2019-01-17","78",",,D"
"USW00012839","2019-01-18","80",",,D"
"USW00012839","2019-01-19","78",",,D"
"USW00012839","2019-01-20","74",",,D"
"USW00012839","2019-01-21","70",",,D"
"USW00012839","2019-01-22","78",",,D"
"USW00012839","2019-01-23","79",",,D"
"USW00012839","2019-01-24","84",",,D"
"USW00012839","2019-01-25","70",",,D"
